run_id,family,rate,algorithm,phase,realization,realized_rate,rmse,mae,train_s,completed_at,PM25,PM10,SO2,NO2,CO,O3
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r005,0.0187,45.752846,29.862328,0.0,2026-08-19T07:02:58.665079+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r006,0.0186,46.424488,30.370064,0.0,2026-08-19T07:04:28.652528+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r007,0.0189,45.843970,30.149718,0.0,2026-08-19T07:06:00.911955+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r008,0.0187,45.569528,29.798221,0.0,2026-08-19T07:07:48.795690+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r009,0.0183,46.982681,30.296672,0.0,2026-08-19T07:09:24.601676+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r010,0.0189,45.662671,29.938674,0.0,2026-08-19T07:11:20.101969+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r011,0.0185,47.171843,30.923371,0.0,2026-08-19T07:14:06.889491+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r012,0.0188,46.307872,30.487529,0.0,2026-08-19T07:16:11.585559+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r013,0.0186,45.962423,30.133494,0.0,2026-08-19T07:18:06.806251+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r014,0.0185,45.859291,29.926946,0.0,2026-08-19T07:20:44.746297+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r015,0.0189,45.301328,29.871546,0.0,2026-08-19T07:23:08.889999+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r016,0.0188,46.081359,30.007498,0.0,2026-08-19T07:27:34.248867+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r017,0.0186,45.628776,29.862007,0.0,2026-08-19T07:29:55.987991+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r018,0.0188,46.135480,30.339625,0.0,2026-08-19T07:31:20.234450+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,test,test_r019,0.0188,45.404231,29.774432,0.0,2026-08-19T07:32:36.324868+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,train,,0.0000,nan,nan,0.0,2026-08-19T06:40:09.977550+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,brits,validate,test_r000,0.0000,49.111374,30.554988,0.0,2026-08-19T06:47:57.979201+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r000,0.0190,11.082401,6.701849,0.0,2026-08-19T06:48:08.086212+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r001,0.0186,11.603816,6.827005,0.0,2026-08-19T06:48:16.324976+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r002,0.0186,11.331815,6.767452,0.0,2026-08-19T06:48:27.565224+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r003,0.0188,11.440469,6.758948,0.0,2026-08-19T06:48:34.694449+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r004,0.0187,10.921104,6.693296,0.0,2026-08-19T06:48:46.598909+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r005,0.0187,11.600684,6.742730,0.0,2026-08-19T06:48:59.348643+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r006,0.0186,12.015988,6.830258,0.0,2026-08-19T06:49:09.499103+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r007,0.0189,10.960973,6.727160,0.0,2026-08-19T06:49:16.618522+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r008,0.0187,11.220455,6.728458,0.0,2026-08-19T06:49:24.663795+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r009,0.0183,13.313741,6.919993,0.0,2026-08-19T06:49:33.359836+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r010,0.0189,11.311740,6.750006,0.0,2026-08-19T06:49:44.244145+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r011,0.0185,12.619146,6.961686,0.0,2026-08-19T06:49:53.526762+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r012,0.0188,11.371037,6.717841,0.0,2026-08-19T06:50:01.966954+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r013,0.0186,11.226512,6.795143,0.0,2026-08-19T06:50:09.650841+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r014,0.0185,11.397988,6.756859,0.0,2026-08-19T06:50:16.895369+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r015,0.0189,11.468213,6.714632,0.0,2026-08-19T06:50:24.878184+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r016,0.0188,10.883501,6.631682,0.0,2026-08-19T06:50:32.790939+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r017,0.0186,11.751639,6.709174,0.0,2026-08-19T06:50:42.453394+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r018,0.0188,11.790962,6.804665,0.0,2026-08-19T06:50:53.735229+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,test,test_r019,0.0188,11.620866,6.730651,0.0,2026-08-19T06:51:01.453229+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,train,,0.0000,nan,nan,0.0,2026-08-19T00:40:53.448931+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits,validate,test_r000,0.0000,12.420494,7.255281,0.0,2026-08-19T06:40:29.576128+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r000,0.0190,11.263662,6.853171,0.0,2026-08-19T06:51:10.225198+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r001,0.0186,11.825551,6.970326,0.0,2026-08-19T06:51:18.246540+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r002,0.0186,11.435159,6.877472,0.0,2026-08-19T06:51:26.298918+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r003,0.0188,11.578935,6.917132,0.0,2026-08-19T06:51:43.235612+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r004,0.0187,11.022378,6.828878,0.0,2026-08-19T06:51:50.400295+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r005,0.0187,11.751621,6.863556,0.0,2026-08-19T06:51:57.509489+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r006,0.0186,12.111934,6.965699,0.0,2026-08-19T06:52:04.777775+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r007,0.0189,11.142199,6.907963,0.0,2026-08-19T06:52:13.332539+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r008,0.0187,11.328077,6.880203,0.0,2026-08-19T06:52:21.255788+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r009,0.0183,13.595049,7.134579,0.0,2026-08-19T06:52:29.795655+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r010,0.0189,11.467366,6.850626,0.0,2026-08-19T06:52:37.174363+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r011,0.0185,12.806656,7.151173,0.0,2026-08-19T06:52:44.762292+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r012,0.0188,11.492968,6.835373,0.0,2026-08-19T06:52:51.973108+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r013,0.0186,11.346900,6.940277,0.0,2026-08-19T06:52:59.096525+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r014,0.0185,11.656282,6.911588,0.0,2026-08-19T06:53:05.640167+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r015,0.0189,11.560640,6.810361,0.0,2026-08-19T06:53:12.326364+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r016,0.0188,11.044010,6.798813,0.0,2026-08-19T06:53:19.033798+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r017,0.0186,11.935011,6.857375,0.0,2026-08-19T06:53:26.191552+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r018,0.0188,11.869846,6.915117,0.0,2026-08-19T06:53:33.629336+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,test,test_r019,0.0188,11.748396,6.866290,0.0,2026-08-19T06:53:42.632332+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,train,,0.0000,nan,nan,0.0,2026-08-19T00:51:42.440577+00:00,nan,nan,nan,nan,nan,nan
03d28e1b-6d95-4190-be64-7ea5859ad6d0,mnar,0.1,saits_lc,validate,test_r000,0.0000,12.576224,7.308087,0.0,2026-08-19T06:40:48.626313+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r000,0.3046,29.004862,18.083881,0.0,2026-08-18T22:28:51.318203+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r001,0.2961,30.105114,18.396829,0.0,2026-08-18T22:35:30.844803+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r002,0.2699,29.377507,18.304211,0.0,2026-08-18T22:41:59.624550+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r003,0.2994,27.582230,17.171523,0.0,2026-08-18T22:48:29.221441+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r004,0.2947,30.116285,18.387276,0.0,2026-08-18T22:55:09.856563+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r005,0.2999,27.638377,17.156943,0.0,2026-08-18T23:01:41.304646+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r006,0.3011,27.702112,17.201142,0.0,2026-08-18T23:08:08.197565+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r007,0.2998,27.579789,17.149680,0.0,2026-08-18T23:14:47.174672+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r008,0.2724,29.542449,18.319193,0.0,2026-08-18T23:21:18.655991+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r009,0.2713,29.608575,18.402095,0.0,2026-08-18T23:27:49.899332+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r010,0.2713,29.454779,18.322174,0.0,2026-08-18T23:34:29.324042+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r011,0.3008,27.657618,17.209472,0.0,2026-08-18T23:41:01.868797+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r012,0.3057,29.127464,18.139845,0.0,2026-08-18T23:47:30.857821+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r013,0.2771,29.704899,18.421025,0.0,2026-08-18T23:54:11.711924+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r014,0.3037,29.175610,18.131981,0.0,2026-08-19T00:00:43.976220+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r015,0.3057,29.117805,18.100984,0.0,2026-08-19T00:07:13.424146+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r016,0.3047,29.030356,18.140282,0.0,2026-08-19T00:13:53.797311+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r017,0.2708,29.399593,18.276372,0.0,2026-08-19T00:20:23.301292+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r018,0.2876,30.531054,18.666957,0.0,2026-08-19T00:26:56.055430+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,test,test_r019,0.3029,27.616253,17.159465,0.0,2026-08-19T00:33:37.627143+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,train,,0.0000,nan,nan,0.0,2026-08-18T22:02:03.704506+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,brits,validate,test_r000,0.0000,30.820405,18.657747,0.0,2026-08-18T22:09:23.767836+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r000,0.3046,9.337860,5.560363,0.0,2026-08-18T22:09:43.473992+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r001,0.2961,9.723270,5.769325,0.0,2026-08-18T22:10:02.621031+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r002,0.2699,9.486393,5.648386,0.0,2026-08-18T22:10:22.482443+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r003,0.2994,9.313897,5.664463,0.0,2026-08-18T22:10:42.140454+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r004,0.2947,9.838488,5.757718,0.0,2026-08-18T22:11:01.392429+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r005,0.2999,9.464629,5.699820,0.0,2026-08-18T22:11:20.842793+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r006,0.3011,9.395477,5.650290,0.0,2026-08-18T22:11:40.373796+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r007,0.2998,9.426143,5.670193,0.0,2026-08-18T22:11:59.876522+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r008,0.2724,9.654262,5.636463,0.0,2026-08-18T22:12:19.316004+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r009,0.2713,9.565436,5.667097,0.0,2026-08-18T22:12:38.539682+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r010,0.2713,9.512309,5.641992,0.0,2026-08-18T22:12:58.245260+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r011,0.3008,9.457745,5.667445,0.0,2026-08-18T22:13:17.792633+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r012,0.3057,9.286550,5.555781,0.0,2026-08-18T22:13:37.090699+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r013,0.2771,9.652606,5.582598,0.0,2026-08-18T22:13:55.998832+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r014,0.3037,9.366488,5.566989,0.0,2026-08-18T22:14:15.476614+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r015,0.3057,9.308238,5.571049,0.0,2026-08-18T22:14:34.863417+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r016,0.3047,9.261328,5.590063,0.0,2026-08-18T22:14:54.126582+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r017,0.2708,9.488286,5.610320,0.0,2026-08-18T22:15:13.339988+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r018,0.2876,9.764704,5.666023,0.0,2026-08-18T22:15:32.589603+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,test,test_r019,0.3029,9.360116,5.684248,0.0,2026-08-18T22:15:52.407506+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,train,,0.0000,nan,nan,0.0,2026-08-18T19:49:46.606489+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits,validate,test_r000,0.0000,10.347988,5.890919,0.0,2026-08-18T22:02:22.682819+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r000,0.3046,9.355465,5.560305,0.0,2026-08-18T22:16:12.165946+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r001,0.2961,9.668679,5.717755,0.0,2026-08-18T22:16:31.681662+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r002,0.2699,9.425341,5.599569,0.0,2026-08-18T22:16:50.873485+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r003,0.2994,9.458673,5.739905,0.0,2026-08-18T22:17:10.234956+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r004,0.2947,9.795981,5.695381,0.0,2026-08-18T22:17:29.833842+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r005,0.2999,9.590267,5.761193,0.0,2026-08-18T22:17:48.711000+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r006,0.3011,9.545132,5.733286,0.0,2026-08-18T22:18:08.368965+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r007,0.2998,9.526975,5.738399,0.0,2026-08-18T22:18:27.462820+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r008,0.2724,9.624214,5.602472,0.0,2026-08-18T22:18:47.062639+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r009,0.2713,9.533292,5.623795,0.0,2026-08-18T22:19:06.325088+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r010,0.2713,9.460720,5.597932,0.0,2026-08-18T22:19:25.690975+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r011,0.3008,9.570690,5.740765,0.0,2026-08-18T22:19:45.298625+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r012,0.3057,9.309436,5.560980,0.0,2026-08-18T22:20:04.657693+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r013,0.2771,9.635508,5.576339,0.0,2026-08-18T22:20:24.121321+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r014,0.3037,9.407190,5.576826,0.0,2026-08-18T22:20:43.772188+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r015,0.3057,9.331414,5.572610,0.0,2026-08-18T22:21:03.285129+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r016,0.3047,9.248344,5.586450,0.0,2026-08-18T22:21:22.682944+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r017,0.2708,9.490176,5.590379,0.0,2026-08-18T22:21:41.870175+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r018,0.2876,9.910770,5.752537,0.0,2026-08-18T22:22:00.887005+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,test,test_r019,0.3029,9.506004,5.756871,0.0,2026-08-18T22:22:20.454056+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,train,,0.0000,nan,nan,0.0,2026-08-18T20:02:02.893109+00:00,nan,nan,nan,nan,nan,nan
2273c281-5bc4-40ce-9f23-830609f5fc04,mar,0.3,saits_lc,validate,test_r000,0.0000,10.303448,5.884233,0.0,2026-08-18T22:02:41.880244+00:00,nan,nan,nan,nan,nan,nan
9445c372-e4f3-4d4f-b296-15ad00b9ceaa,mcar,0.3,brits,test,test_r000,0.3002,28.684621,18.181330,0.0,2026-08-18T16:24:14.648854+00:00,nan,nan,nan,nan,nan,nan
9445c372-e4f3-4d4f-b296-15ad00b9ceaa,mcar,0.3,brits,test,test_r001,0.3005,28.733823,18.240302,0.0,2026-08-18T16:25:19.491969+00:00,nan,nan,nan,nan,nan,nan
9445c372-e4f3-4d4f-b296-15ad00b9ceaa,mcar,0.3,brits,test,test_r002,0.3003,28.714121,18.212216,0.0,2026-08-18T16:26:23.480836+00:00,nan,nan,nan,nan,nan,nan
9445c372-e4f3-4d4f-b296-15ad00b9ceaa,mcar,0.3,brits,test,test_r003,0.3004,28.688846,18.184847,0.0,2026-08-18T16:27:30.098804+00:00,nan,nan,nan,nan,nan,nan
9445c372-e4f3-4d4f-b296-15ad00b9ceaa,mcar,0.3,brits,test,test_r004,0.2990,28.711097,18.251461,0.0,2026-08-18T16:29:03.739080+00:00,nan,nan,nan,nan,nan,nan
9445c372-e4f3-4d4f-b296-15ad00b9ceaa,mcar,0.3,brits,test,test_r005,0.3006,28.672771,18.168102,0.0,2026-08-18T16:30:08.610859+00:00,nan,nan,nan,nan,nan,nan
9445c372-e4f3-4d4f-b296-15ad00b9ceaa,mcar,0.3,brits,test,test_r006,0.3011,28.851166,18.289073,0.0,2026-08-18T16:31:13.527628+00:00,nan,nan,nan,nan,nan,nan
9445c372-e4f3-4d4f-b296-15ad00b9ceaa,mcar,0.3,brits,test,test_r007,0.3002,28.806163,18.247912,0.0,2026-08-18T16:32:18.512983+00:00,nan,nan,nan,nan,nan,nan
9445c372-e4f3-4d4f-b296-15ad00b9ceaa,mcar,0.3,brits,test,test_r008,0.2993,28.768977,18.206213,0.0,2026-08-18T16:33:39.440773+00:00,nan,nan,nan,nan,nan,nan
