series_index,column_label,n_observed,selected_p,selected_d,selected_q,ic_value,ic_criterion,selection_mode,stationary,converged,fallback_used,fallback_reason,warnings
358,column_358,600,0,1,2,2426.1115520362773,bic,ic_search,false,true,false,,
359,column_359,600,1,1,2,1715.9574470661983,bic,ic_search,false,true,false,,
360,column_360,600,1,1,4,3483.473869845608,bic,ic_search,false,true,false,,
361,column_361,600,0,1,5,3078.445110897025,bic,ic_search,false,true,false,,
362,column_362,600,0,1,3,2450.2940467757176,bic,ic_search,false,true,false,,
363,column_363,600,1,1,5,1814.4691824018983,bic,ic_search,false,true,false,,
364,column_364,600,1,1,4,3483.473869845608,bic,ic_search,false,true,false,,
365,column_365,600,3,0,5,3291.2283430180814,bic,ic_search,true,true,false,,
366,column_366,600,0,1,5,2957.583179825319,bic,ic_search,false,true,false,,
367,column_367,600,1,1,2,2040.563874050561,bic,ic_search,false,true,false,,
368,column_368,600,1,1,4,3483.473869845608,bic,ic_search,false,true,false,,
369,column_369,600,0,1,1,2250.795452740504,bic,ic_search,false,true,false,,
370,column_370,600,0,1,3,1970.70752138866,bic,ic_search,false,true,false,,
371,column_371,600,4,1,4,1735.5785139521663,bic,ic_search,false,true,false,,
372,column_372,600,1,1,4,3483.473869845608,bic,ic_search,false,true,false,,
373,column_373,600,1,1,2,3037.1545799097034,bic,ic_search,false,true,false,,
374,column_374,600,0,1,3,2439.0786423014115,bic,ic_search,false,true,false,,
375,column_375,600,2,1,4,1685.610353403658,bic,ic_search,false,true,false,,
376,column_376,600,1,1,4,3483.473869845608,bic,ic_search,false,true,false,,
377,column_377,600,3,0,5,3254.400090394998,bic,ic_search,true,true,false,,
378,column_378,600,0,1,2,2990.878375717613,bic,ic_search,false,true,false,,
379,column_379,600,1,1,2,2079.6664909093465,bic,ic_search,false,true,false,,
380,column_380,600,1,1,4,3483.473869845608,bic,ic_search,false,true,false,,
381,column_381,600,0,1,5,3062.969227945499,bic,ic_search,false,true,false,,
382,column_382,600,0,1,2,2458.1241816354323,bic,ic_search,false,true,false,,
383,column_383,600,1,1,2,2353.3368079829993,bic,ic_search,false,true,false,,
384,column_384,600,1,1,4,3483.473869845608,bic,ic_search,false,true,false,,
385,column_385,600,0,1,1,3040.8858210192748,bic,ic_search,false,true,false,,
386,column_386,600,0,1,2,2442.6428462013787,bic,ic_search,false,true,false,,
387,column_387,600,1,1,4,1722.2923120029857,bic,ic_search,false,true,false,,
388,column_388,600,1,1,4,3483.473869845608,bic,ic_search,false,true,false,,
389,column_389,600,0,1,1,2240.6263026747506,bic,ic_search,false,true,false,,
390,column_390,600,0,1,1,1989.3571360048625,bic,ic_search,false,true,false,,
391,column_391,600,0,1,5,1804.4554863586716,bic,ic_search,false,true,false,,
392,column_392,600,2,1,4,3344.484206280782,bic,ic_search,false,true,false,,
393,column_393,600,3,0,5,3253.799974732515,bic,ic_search,true,true,false,,
394,column_394,600,0,1,4,2997.0771285639858,bic,ic_search,false,true,false,,
395,column_395,600,1,1,5,3066.595134188618,bic,ic_search,false,true,false,,
396,column_396,600,2,1,4,3344.484206280782,bic,ic_search,false,true,false,,
397,column_397,600,3,0,5,3263.27466050566,bic,ic_search,true,true,false,,
398,column_398,600,0,1,5,2983.182379029885,bic,ic_search,false,true,false,,
399,column_399,600,1,1,3,3051.656938415525,bic,ic_search,false,true,false,,
400,column_400,600,1,1,2,3337.1356718922802,bic,ic_search,false,true,false,,
401,column_401,600,3,0,5,3206.2779096601,bic,ic_search,true,true,false,,
402,column_402,600,0,1,3,2964.9928494574647,bic,ic_search,false,true,false,,
403,column_403,600,1,1,2,3060.3478016927793,bic,ic_search,false,true,false,,
404,column_404,600,2,1,5,3479.8043023695145,bic,ic_search,false,true,false,,
405,column_405,600,1,1,2,3051.0823499782664,bic,ic_search,false,true,false,,
406,column_406,600,0,1,1,2824.3977422763933,bic,ic_search,false,true,false,,
407,column_407,600,1,1,2,1723.8771138628322,bic,ic_search,false,true,false,,
408,column_408,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
409,column_409,600,1,1,2,3064.6407099731578,bic,ic_search,false,true,false,,
410,column_410,600,0,1,2,2868.187343658066,bic,ic_search,false,true,false,,
411,column_411,600,1,1,3,2689.2169528015716,bic,ic_search,false,true,false,,
412,column_412,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
413,column_413,600,1,1,5,3089.759838492641,bic,ic_search,false,true,false,,
414,column_414,600,0,1,1,2835.6760955108125,bic,ic_search,false,true,false,,
415,column_415,600,1,1,3,2718.95972215064,bic,ic_search,false,true,false,,
416,column_416,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
417,column_417,600,1,1,3,3064.186974172921,bic,ic_search,false,true,false,,
418,column_418,600,0,1,2,2881.9735740928213,bic,ic_search,false,true,false,,
419,column_419,600,1,1,2,2732.266872062921,bic,ic_search,false,true,false,,
420,column_420,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
421,column_421,600,1,1,2,3048.000896048725,bic,ic_search,false,true,false,,
422,column_422,600,0,1,1,2830.5268179261025,bic,ic_search,false,true,false,,
423,column_423,600,1,1,2,2716.7193623227017,bic,ic_search,false,true,false,,
424,column_424,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
425,column_425,600,2,0,5,3296.3254107930015,bic,ic_search,true,true,false,,
426,column_426,600,0,1,5,2920.252013246783,bic,ic_search,false,true,false,,
427,column_427,600,1,1,3,2085.5795204902897,bic,ic_search,false,true,false,,
428,column_428,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
429,column_429,600,3,0,5,3306.2520765101212,bic,ic_search,true,true,false,,
430,column_430,600,0,1,4,2969.9611038523117,bic,ic_search,false,true,false,,
431,column_431,600,1,1,2,2077.1141977895245,bic,ic_search,false,true,false,,
432,column_432,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
433,column_433,600,2,0,2,3249.6580818353264,bic,ic_search,true,true,false,,
434,column_434,600,0,1,4,2954.5590476051984,bic,ic_search,false,true,false,,
435,column_435,600,1,1,2,2086.123624695327,bic,ic_search,false,true,false,,
436,column_436,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
437,column_437,600,0,1,5,3057.243490476937,bic,ic_search,false,true,false,,
438,column_438,600,0,1,5,2492.9614008824374,bic,ic_search,false,true,false,,
439,column_439,600,1,1,4,2320.111221447132,bic,ic_search,false,true,false,,
440,column_440,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
441,column_441,600,0,1,1,2291.7177645478455,bic,ic_search,false,true,false,,
442,column_442,600,0,1,1,2003.169862253935,bic,ic_search,false,true,false,,
443,column_443,600,2,1,3,1336.5640664241412,bic,ic_search,false,true,false,,
444,column_444,600,2,1,5,3511.7592651888967,bic,ic_search,false,true,false,,
445,column_445,600,0,1,1,2255.049873890885,bic,ic_search,false,true,false,,
446,column_446,600,0,1,1,1979.080754992726,bic,ic_search,false,true,false,,
447,column_447,600,1,1,3,1708.011498618223,bic,ic_search,false,true,false,,
448,column_448,600,1,1,2,2731.2798957178284,bic,ic_search,false,true,false,,
449,column_449,600,0,1,5,3040.5156715417784,bic,ic_search,false,true,false,,
450,column_450,600,0,1,1,2430.2617653948814,bic,ic_search,false,true,false,,
451,column_451,600,0,1,1,1312.1835170362483,bic,ic_search,false,true,false,,
452,column_452,600,1,1,2,2731.2798957178284,bic,ic_search,false,true,false,,
453,column_453,600,0,1,5,3064.069021115683,bic,ic_search,false,true,false,,
454,column_454,600,0,1,1,2431.9173460702846,bic,ic_search,false,true,false,,
455,column_455,600,1,1,2,1272.056852837472,bic,ic_search,false,true,false,,
456,column_456,600,0,1,5,2757.5586140735877,bic,ic_search,false,true,false,,
457,column_457,600,1,1,4,3058.1447492560437,bic,ic_search,false,true,false,,
458,column_458,600,0,1,2,2486.161171730324,bic,ic_search,false,true,false,,
459,column_459,600,1,1,2,1279.484493948697,bic,ic_search,false,true,false,,
460,column_460,600,2,1,3,2766.4710746883648,bic,ic_search,false,true,false,,
461,column_461,600,1,1,2,3056.5890975415714,bic,ic_search,false,true,false,,
462,column_462,600,0,1,3,2510.0747676008573,bic,ic_search,false,true,false,,
463,column_463,600,1,1,2,1355.848072521364,bic,ic_search,false,true,false,,
464,column_464,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
465,column_465,600,1,1,3,3042.1914485753646,bic,ic_search,false,true,false,,
466,column_466,600,0,1,2,2448.5815378560674,bic,ic_search,false,true,false,,
467,column_467,600,1,1,3,1767.7751861427087,bic,ic_search,false,true,false,,
468,column_468,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
469,column_469,600,2,0,5,3236.2720374408273,bic,ic_search,true,true,false,,
470,column_470,600,0,1,2,2987.1906664174253,bic,ic_search,false,true,false,,
471,column_471,600,1,1,2,1809.798057620395,bic,ic_search,false,true,false,,
472,column_472,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
473,column_473,600,1,1,2,3114.480953616534,bic,ic_search,false,true,false,,
474,column_474,600,0,1,1,2915.480607807817,bic,ic_search,false,true,false,,
475,column_475,600,5,0,1,1873.0966862989462,bic,ic_search,true,true,false,,
476,column_476,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
477,column_477,600,1,1,4,3097.154679506685,bic,ic_search,false,true,false,,
478,column_478,600,1,1,2,2888.553822298476,bic,ic_search,false,true,false,,
479,column_479,600,1,1,2,2768.6487535106344,bic,ic_search,false,true,false,,
480,column_480,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
481,column_481,600,1,1,5,2983.625157692019,bic,ic_search,false,true,false,,
482,column_482,600,0,1,2,2843.3545105565586,bic,ic_search,false,true,false,,
483,column_483,600,1,1,3,2755.9938485075713,bic,ic_search,false,true,false,,
484,column_484,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
485,column_485,600,1,1,4,3037.7305622284607,bic,ic_search,false,true,false,,
486,column_486,600,0,1,3,2794.5718134610966,bic,ic_search,false,true,false,,
487,column_487,600,1,1,3,2734.859469770628,bic,ic_search,false,true,false,,
488,column_488,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
489,column_489,600,1,1,2,3059.351221906213,bic,ic_search,false,true,false,,
490,column_490,600,0,1,2,2788.916553997267,bic,ic_search,false,true,false,,
491,column_491,600,1,1,2,2386.7191490899686,bic,ic_search,false,true,false,,
492,column_492,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
493,column_493,600,0,1,2,3075.37033919943,bic,ic_search,false,true,false,,
494,column_494,600,0,1,3,2452.1984801867247,bic,ic_search,false,true,false,,
495,column_495,600,1,1,2,2295.1187627574814,bic,ic_search,false,true,false,,
496,column_496,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
497,column_497,600,0,1,1,2257.431972021884,bic,ic_search,false,true,false,,
498,column_498,600,0,1,1,1984.3535633865945,bic,ic_search,false,true,false,,
499,column_499,600,1,1,3,1333.5785942190996,bic,ic_search,false,true,false,,
500,column_500,600,1,1,2,2752.945755598505,bic,ic_search,false,true,false,,
501,column_501,600,0,1,1,2297.1038810654295,bic,ic_search,false,true,false,,
502,column_502,600,0,1,1,1953.5247610644728,bic,ic_search,false,true,false,,
503,column_503,600,3,1,5,1752.5917368876762,bic,ic_search,false,true,false,,
504,column_504,600,0,1,1,1949.0568388690638,bic,ic_search,false,true,false,,
505,column_505,600,0,1,1,2214.516341202902,bic,ic_search,false,true,false,,
506,column_506,600,0,1,1,1950.7818405776786,bic,ic_search,false,true,false,,
507,column_507,600,0,1,2,1314.9787053743237,bic,ic_search,false,true,false,,
508,column_508,600,0,1,1,1949.0568388690638,bic,ic_search,false,true,false,,
509,column_509,600,0,1,1,2227.1884033446463,bic,ic_search,false,true,false,,
510,column_510,600,0,1,1,2016.3307139707993,bic,ic_search,false,true,false,,
511,column_511,600,4,1,3,1291.8589176254245,bic,ic_search,false,true,false,,
512,column_512,600,0,1,2,1977.5765065631563,bic,ic_search,false,true,false,,
513,column_513,600,0,1,3,2237.3622880251905,bic,ic_search,false,true,false,,
514,column_514,600,0,1,1,1979.484348244085,bic,ic_search,false,true,false,,
515,column_515,600,1,1,2,1314.8324123548127,bic,ic_search,false,true,false,,
516,column_516,600,0,1,2,1946.5525845892896,bic,ic_search,false,true,false,,
517,column_517,600,0,1,1,2255.483491478804,bic,ic_search,false,true,false,,
518,column_518,600,0,1,1,1990.7582467164361,bic,ic_search,false,true,false,,
519,column_519,600,2,1,4,1266.7658013711466,bic,ic_search,false,true,false,,
520,column_520,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
521,column_521,600,0,1,1,2252.974936271133,bic,ic_search,false,true,false,,
522,column_522,600,0,1,1,1966.5689557825146,bic,ic_search,false,true,false,,
523,column_523,600,1,1,2,1689.923783350364,bic,ic_search,false,true,false,,
524,column_524,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
525,column_525,600,3,0,5,3286.002562407136,bic,ic_search,true,true,false,,
526,column_526,600,0,1,3,2989.3689055633395,bic,ic_search,false,true,false,,
527,column_527,600,2,0,4,1802.051642466351,bic,ic_search,true,true,false,,
528,column_528,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
529,column_529,600,2,1,3,3051.47916572988,bic,ic_search,false,true,false,,
530,column_530,600,2,1,5,2490.0304541847668,bic,ic_search,false,true,false,,
531,column_531,600,1,1,3,1781.1846427855214,bic,ic_search,false,true,false,,
532,column_532,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
533,column_533,600,2,1,5,3076.773098853034,bic,ic_search,false,true,false,,
534,column_534,600,0,1,1,2829.530502283809,bic,ic_search,false,true,false,,
535,column_535,600,1,1,5,1326.7991483426906,bic,ic_search,false,true,false,,
536,column_536,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
537,column_537,600,1,1,5,3051.913675917221,bic,ic_search,false,true,false,,
538,column_538,600,0,1,2,2418.76626301043,bic,ic_search,false,true,false,,
539,column_539,600,1,1,2,2749.261073823138,bic,ic_search,false,true,false,,
540,column_540,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
541,column_541,600,1,1,2,3036.3299922200426,bic,ic_search,false,true,false,,
542,column_542,600,1,1,4,2831.0612956321684,bic,ic_search,false,true,false,,
543,column_543,600,1,1,2,2728.5614539045064,bic,ic_search,false,true,false,,
544,column_544,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
545,column_545,600,1,1,2,3059.933481402456,bic,ic_search,false,true,false,,
546,column_546,600,0,1,2,2863.86927083199,bic,ic_search,false,true,false,,
547,column_547,600,1,1,2,2749.2897537294507,bic,ic_search,false,true,false,,
548,column_548,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
549,column_549,600,1,1,3,3084.0009972809153,bic,ic_search,false,true,false,,
550,column_550,600,0,1,1,2482.197184504628,bic,ic_search,false,true,false,,
551,column_551,600,1,1,2,1701.0217462528624,bic,ic_search,false,true,false,,
552,column_552,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
553,column_553,600,0,1,1,2234.2182753316943,bic,ic_search,false,true,false,,
554,column_554,600,0,1,1,1988.9187084567404,bic,ic_search,false,true,false,,
555,column_555,600,1,1,4,1321.189949141129,bic,ic_search,false,true,false,,
556,column_556,600,0,1,1,1929.7550792172185,bic,ic_search,false,true,false,,
557,column_557,600,0,1,1,2275.832398151067,bic,ic_search,false,true,false,,
558,column_558,600,0,1,1,1978.5765360972305,bic,ic_search,false,true,false,,
559,column_559,600,1,1,2,1676.2823797119477,bic,ic_search,false,true,false,,
