algorithm_id,mask_family,realization_id,realization_id_db,recipe_id,db_result_count,mean_mae,mean_rmse,graph_fingerprint,support_fingerprint,is_complete,blockers
stgcn,mar,r004,test_r003,official_londonaq_st_benchmark:mar:30,3,14.933319,22.493910,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:dfbca3e56e013aa8b758897d00a47356b3f3c119b24f73a651d88de231d1b16d,True,
stgcn,mar,r005,test_r004,official_londonaq_st_benchmark:mar:30,3,19.741002,27.013786,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:7c83e97326a56e76ee530c338a4ea4262d3f859a3adf2388316042a230b13176,True,
stgcn,mcar,r001,test_r000,official_londonaq_st_benchmark:mcar:30,3,12.347043,18.112924,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:f5df99c410d31b4a9e4a51fedaf0c983843dfd5305cdcfda941415886cfe2c4a,True,
stgcn,mcar,r002,test_r001,official_londonaq_st_benchmark:mcar:30,3,12.650991,18.671303,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:5a610032339bd0861687139403d6706b2f3d339d987d9222988d7afb35405635,True,
stgcn,mcar,r003,test_r002,official_londonaq_st_benchmark:mcar:30,3,12.344525,18.235504,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:819af6d7ebd0bd3571692df30cb7e515576b0d96ffd0e8fbccffeb1a70d5cc4a,True,
stgcn,mcar,r004,test_r003,official_londonaq_st_benchmark:mcar:30,3,12.338837,18.471348,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6ab6dbd883c03969340e8a68c46f0ec619790ed7b6b14fbff94ca77bc88c764c,True,
stgcn,mcar,r005,test_r004,official_londonaq_st_benchmark:mcar:30,3,12.449035,18.399546,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:8ad7e1fb7189f5a8abb3c1681576aa179821b42cbf1d73011c70f9b6d98dd524,True,
stgcn,mnar,r001,test_r000,official_londonaq_st_benchmark:mnar:30,3,20.936424,30.556133,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:5cbf4ca57fa5ae39c7bb12659575fce3916ea8ca786ee735dd0413ca2bf3037d,True,
stgcn,mnar,r002,test_r001,official_londonaq_st_benchmark:mnar:30,3,20.324077,29.831117,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:0493ec4679a6f8993a42a0c9c6212f88cf504fbd1e7f49bf25936b84875f139b,True,
stgcn,mnar,r003,test_r002,official_londonaq_st_benchmark:mnar:30,3,20.057548,29.454386,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:22ddc8ba4879566547c62605883e6aaec036ed8c5ad8781d180e49c3df06ba77,True,
stgcn,mnar,r004,test_r003,official_londonaq_st_benchmark:mnar:30,3,20.076492,29.484951,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6d87bd795eb1f5f556718ba665a398e8807899d18f68ae213e6b778e8a49464d,True,
stgcn,mnar,r005,test_r004,official_londonaq_st_benchmark:mnar:30,3,20.860947,30.063533,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:8b70c77bc967f4ff9c54f2c47eee2e8bd06f48f4c7148842c904319340015dd0,True,
stgcn,node_holdout,r001,test_r000,official_londonaq_st_benchmark:node_holdout:30,3,13.561131,20.728591,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:1d86a6b55be5fefdfb65b1df75024e37c930056dfc705be04a98f105de72214e,True,
stgcn,node_holdout,r002,test_r001,official_londonaq_st_benchmark:node_holdout:30,3,13.320531,19.599993,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:ebfc9cb8e4d97d540c60815b37737df17695204d85a6e92d329b7854cd0cdeb5,True,
stgcn,node_holdout,r003,test_r002,official_londonaq_st_benchmark:node_holdout:30,3,13.151519,18.873693,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:166ac0ed42dbffb55bc01375c58241a7e0be83a2bf663b498e7928a614d61e10,True,
stgcn,node_holdout,r004,test_r003,official_londonaq_st_benchmark:node_holdout:30,3,12.531316,18.559090,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:833d5cd218522c07a92dedcc73d96c8545c7c510f06fe4e09ccd3c2e4702f509,True,
stgcn,node_holdout,r005,test_r004,official_londonaq_st_benchmark:node_holdout:30,3,12.260423,17.769508,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:abf63e960829d253d4bcf806690712bc4d018228c0ebaa96d5f2a708bebc19c8,True,
stgcn,sensor_dropout,r001,test_r000,official_londonaq_st_benchmark:sensor_dropout:30,3,13.626329,20.853821,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:7817e93a8ed3f0926194ba7c9f6712bdc4b62f5b4748ea3e99389a355614a4ab,True,
stgcn,sensor_dropout,r002,test_r001,official_londonaq_st_benchmark:sensor_dropout:30,3,12.965476,19.246089,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:c6e13988d2e8c4783b980262985bd6115e3121ff4d3b8ecf5a44f220755b5efc,True,
stgcn,sensor_dropout,r003,test_r002,official_londonaq_st_benchmark:sensor_dropout:30,3,12.922564,18.669205,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:13d33fbd2c4e522586ec27f870f1bcb514bd1d227acab68179a297c0078cacf9,True,
stgcn,sensor_dropout,r004,test_r003,official_londonaq_st_benchmark:sensor_dropout:30,3,12.260172,18.273071,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:6467a5391e80bdf2827cbb49256c712f45c560746e3bdc9d560b915a20e13676,True,
stgcn,sensor_dropout,r005,test_r004,official_londonaq_st_benchmark:sensor_dropout:30,3,11.586316,17.135712,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:e46fb33311679a3c79f8dfe18eb6a47abcc01fd06e8797139c75475f5aa0997c,True,
stgcn,spatial_block,r001,test_r000,official_londonaq_st_benchmark:spatial_block:30,3,15.828303,22.617420,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:17edd047fa7142c5f54f2b9996e1a7cfaa3b54e3303114f9e0726f2b41a1f7f2,True,
stgcn,spatial_block,r002,test_r001,official_londonaq_st_benchmark:spatial_block:30,3,14.340652,21.135833,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:28b85f2830404ef5f47bc6c77c2928fb42de20e9ba8df80eb60dac295afb63d2,True,
stgcn,spatial_block,r003,test_r002,official_londonaq_st_benchmark:spatial_block:30,3,12.479094,18.036170,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:d05a0e7da6905088d270a8661c7f42fab5cf817ab1ad20d1cea3c7d396c87e53,True,
stgcn,spatial_block,r004,test_r003,official_londonaq_st_benchmark:spatial_block:30,3,15.323384,21.558887,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:3bad977db2ad24ae920e88f8265213efbb272d904932be9ee718b01d67180457,True,
stgcn,spatial_block,r005,test_r004,official_londonaq_st_benchmark:spatial_block:30,3,14.139091,20.585641,sha256:1691d10769e12e8c48659d0a20c0fa0d8776aa38ccac0352c22d9b8373a26443,sha256:a5ab474ece765a4dc40b9ae497b029501979075c1094a328ac62970f3ace58c0,True,
