| ID                                   | Run                                  | Algorithm           | Masking            |     MAE |    RMSE | Runtime   |
| 4ac53da3-c3c8-4ced-bcc9-c04bee6600e5 | e1888e26-9a21-4a8e-94fe-c6265c9cadeb | DCRNN               | protocol:test_r001 | 29.6627 | 39.1109 | nans      |
| e994fed7-314f-443d-bd24-dd50ddd7267a | e1888e26-9a21-4a8e-94fe-c6265c9cadeb | DCRNN               | protocol:test_r000 | 29.492  | 39.086  | nans      |
| 734fe2cc-b21f-438d-a5b5-9f186876a8d2 | a5434f59-7566-47da-96d7-22f5122451fb | IGNNK               | protocol:test_r004 | 21.6583 | 29.7421 | nans      |
| ed5ff8a1-5de6-4527-af17-cb4684cd97a5 | a5434f59-7566-47da-96d7-22f5122451fb | IGNNK               | protocol:test_r003 | 23.1314 | 31.0778 | nans      |
| cb57fe39-52b5-41dc-8be6-e524d25b7ec8 | a5434f59-7566-47da-96d7-22f5122451fb | IGNNK               | protocol:test_r002 | 27.6483 | 35.8826 | nans      |
| eed59fac-a3c9-4ce4-a347-6a2840faaaf0 | a5434f59-7566-47da-96d7-22f5122451fb | IGNNK               | protocol:test_r001 | 27.4202 | 35.4826 | nans      |
| 4fb7cfe0-3e62-471d-91dd-4bf81d840dbf | a5434f59-7566-47da-96d7-22f5122451fb | IGNNK               | protocol:test_r000 | 25.3942 | 34.0035 | nans      |
| 3b4be353-b5e9-40d3-bba5-c113ed2c398a | ef2c67df-fe39-4acc-b14f-cf8dbc747eb2 | IGNNK               | protocol:test_r004 | 25.8543 | 33.9329 | nans      |
| 9bcf2c1b-9d28-46e8-a560-71b277b1bba2 | ef2c67df-fe39-4acc-b14f-cf8dbc747eb2 | IGNNK               | protocol:test_r003 | 24.258  | 32.0655 | nans      |
| 134979a6-79b2-4aeb-94bf-dc444df0fe67 | ef2c67df-fe39-4acc-b14f-cf8dbc747eb2 | IGNNK               | protocol:test_r002 | 28.2105 | 36.3205 | nans      |
| 94e42610-0a58-4000-b99b-bcd4e3676e7f | ef2c67df-fe39-4acc-b14f-cf8dbc747eb2 | IGNNK               | protocol:test_r001 | 26.6774 | 34.5565 | nans      |
| 56e6168c-2808-401d-a1f1-f091ac5efa79 | ef2c67df-fe39-4acc-b14f-cf8dbc747eb2 | IGNNK               | protocol:test_r000 | 26.7967 | 35.2733 | nans      |
| 28116d72-bd33-41b5-9e4f-94bf381c2c14 | f809bd08-f77d-4e03-a3cc-b6b0992c4da4 | IGNNK               | protocol:test_r004 | 26.6711 | 35.533  | nans      |
| 4b59e168-4c69-499d-81cb-bf49cc302997 | f809bd08-f77d-4e03-a3cc-b6b0992c4da4 | IGNNK               | protocol:test_r003 | 27.611  | 34.697  | nans      |
| 716a8b95-9b29-4b4b-b575-7fd0a96dd555 | f809bd08-f77d-4e03-a3cc-b6b0992c4da4 | IGNNK               | protocol:test_r002 | 22.8689 | 30.2367 | nans      |
| cc268b94-a646-4806-aa54-16b3cf0ca35f | f809bd08-f77d-4e03-a3cc-b6b0992c4da4 | IGNNK               | protocol:test_r001 | 27.2574 | 35.2975 | nans      |
| 2fd01429-5da0-412a-b26b-813a0471a521 | f809bd08-f77d-4e03-a3cc-b6b0992c4da4 | IGNNK               | protocol:test_r000 | 34.3077 | 43.0908 | nans      |
| b09c59e7-3667-4e19-95cc-983beb8037e5 | bfe146c8-400f-4aa2-9ea9-5345d26d7ee7 | IGNNK               | protocol:test_r004 | 34.4217 | 43.9229 | nans      |
| e07447df-624c-41e8-a701-6d0b6eba110e | bfe146c8-400f-4aa2-9ea9-5345d26d7ee7 | IGNNK               | protocol:test_r003 | 33.4519 | 43.725  | nans      |
| 92015774-6d3a-4ccf-839d-3da2e14b173d | bfe146c8-400f-4aa2-9ea9-5345d26d7ee7 | IGNNK               | protocol:test_r002 | 30.929  | 40.2195 | nans      |
| 678c736d-98e9-4990-9b64-46e4046493c6 | bfe146c8-400f-4aa2-9ea9-5345d26d7ee7 | IGNNK               | protocol:test_r001 | 29.2999 | 39.3827 | nans      |
| 17a6f8b5-1309-4950-9f02-a0dfac4e3128 | bfe146c8-400f-4aa2-9ea9-5345d26d7ee7 | IGNNK               | protocol:test_r000 | 35.3925 | 45.0428 | nans      |
| 46899d5f-a826-430d-a2cf-5c8718039bda | ec287e1c-8389-4c7c-a281-c2f1cbaedff5 | IGNNK               | protocol:test_r004 | 35.3688 | 43.6055 | nans      |
| 15226c51-cb70-4b37-b00a-9e0d27de32bf | ec287e1c-8389-4c7c-a281-c2f1cbaedff5 | IGNNK               | protocol:test_r003 | 24.5697 | 33.5518 | nans      |
| 49bee4c9-9f7f-4a56-9918-f1654e0056b0 | ec287e1c-8389-4c7c-a281-c2f1cbaedff5 | IGNNK               | protocol:test_r002 | 30.5684 | 38.3891 | nans      |
| 9961165a-90f4-4c63-a453-e313788c7f75 | ec287e1c-8389-4c7c-a281-c2f1cbaedff5 | IGNNK               | protocol:test_r001 | 34.6011 | 43.8232 | nans      |
| c11e5a35-1ce7-454a-bb1b-a11c37c7745a | ec287e1c-8389-4c7c-a281-c2f1cbaedff5 | IGNNK               | protocol:test_r000 | 31.0009 | 40.955  | nans      |
| 3a7b93e1-a25a-4dcf-b58b-20ddca734c26 | 1bbeb965-db9c-497f-a33d-19b5dd04e086 | IGNNK               | protocol:test_r004 | 20.0737 | 28.2322 | nans      |
| 4ebf3e0b-3748-4025-aa4c-71b7e060d52c | 1bbeb965-db9c-497f-a33d-19b5dd04e086 | IGNNK               | protocol:test_r003 | 19.2859 | 27.2043 | nans      |
| 7dfdd0fa-2b4e-46ce-8411-7d9ae0c1c8f6 | 1bbeb965-db9c-497f-a33d-19b5dd04e086 | IGNNK               | protocol:test_r002 | 22.1273 | 30.3751 | nans      |
| f971b1dc-b22d-4015-a350-a51084318f64 | 1bbeb965-db9c-497f-a33d-19b5dd04e086 | IGNNK               | protocol:test_r001 | 20.9251 | 28.9463 | nans      |
| d52b7532-e6e2-4b6e-824b-faca301b320e | 1bbeb965-db9c-497f-a33d-19b5dd04e086 | IGNNK               | protocol:test_r000 | 20.2943 | 28.2999 | nans      |
| f636d7a6-d3cd-400a-a905-b0b841872b8b | e35c8377-50a4-4af1-8307-21ff0e1260fe | GRIN                | protocol:test_r004 | 22.9605 | 32.9914 | nans      |
| 42895d9e-4bd5-438c-b480-895a30779ce9 | e35c8377-50a4-4af1-8307-21ff0e1260fe | GRIN                | protocol:test_r003 | 22.8102 | 32.8485 | nans      |
| 64989f24-4ad7-4a0a-adaf-ccc4f856870c | e35c8377-50a4-4af1-8307-21ff0e1260fe | GRIN                | protocol:test_r002 | 24.2061 | 34.4212 | nans      |
| 258206af-84d9-49c8-9c11-faf60c680407 | e35c8377-50a4-4af1-8307-21ff0e1260fe | GRIN                | protocol:test_r001 | 24.9547 | 35.1    | nans      |
| 173f7e73-5cd7-43f3-9202-ceed81000a06 | e35c8377-50a4-4af1-8307-21ff0e1260fe | GRIN                | protocol:test_r000 | 24.0509 | 34.7916 | nans      |
| b80ed026-32f3-4e2c-820c-9d747b2ead2d | 9534b5f7-e3be-40c3-b7e5-861add1c3aa3 | GRIN                | protocol:test_r004 | 23.1487 | 33.1782 | nans      |
| 56b2c90a-7318-4bc2-8bc8-96de18977972 | 9534b5f7-e3be-40c3-b7e5-861add1c3aa3 | GRIN                | protocol:test_r003 | 23.3764 | 33.3799 | nans      |
| e261d347-4fd4-4715-9469-a790b29e59bc | 9534b5f7-e3be-40c3-b7e5-861add1c3aa3 | GRIN                | protocol:test_r002 | 24.6066 | 34.8474 | nans      |
| 13bff23f-2413-4a64-8d30-5a7ae8146901 | 9534b5f7-e3be-40c3-b7e5-861add1c3aa3 | GRIN                | protocol:test_r001 | 24.8504 | 34.9918 | nans      |
| 32c5873c-5c00-4100-8e95-c934019d2449 | 9534b5f7-e3be-40c3-b7e5-861add1c3aa3 | GRIN                | protocol:test_r000 | 23.6027 | 34.2858 | nans      |
| 5a8a67ba-df44-4e89-8009-795873dd4339 | 86c534b8-c20a-41fb-80ff-48727b7ee048 | GRIN                | protocol:test_r004 | 25.5384 | 36.0014 | nans      |
| 97766e06-1a7c-4fb1-8ad8-8ec3a81cf7f5 | 86c534b8-c20a-41fb-80ff-48727b7ee048 | GRIN                | protocol:test_r003 | 25.3057 | 34.7764 | nans      |
| 785357df-c2d9-49d8-aedb-0661dda4cf6d | 86c534b8-c20a-41fb-80ff-48727b7ee048 | GRIN                | protocol:test_r002 | 22.0794 | 31.5099 | nans      |
| e264d09f-67b9-4743-9a69-c5dc970359ca | 86c534b8-c20a-41fb-80ff-48727b7ee048 | GRIN                | protocol:test_r001 | 25.1903 | 35.7838 | nans      |
| ae809942-6850-43da-aa48-e3d952261ae8 | 86c534b8-c20a-41fb-80ff-48727b7ee048 | GRIN                | protocol:test_r000 | 27.356  | 37.3332 | nans      |
| df7d4512-339e-4d88-90f5-1af6a4cbf778 | 7c456c3e-0223-4cb5-aaa4-35bc20a821e2 | GRIN                | protocol:test_r004 | 42.1332 | 52.4478 | nans      |
| 5dc1dc98-e14c-4001-8270-a783b3a5f583 | 7c456c3e-0223-4cb5-aaa4-35bc20a821e2 | GRIN                | protocol:test_r003 | 41.4597 | 51.996  | nans      |
| c2d65a02-0532-4125-ac10-a4eeac0c79bd | 7c456c3e-0223-4cb5-aaa4-35bc20a821e2 | GRIN                | protocol:test_r002 | 41.3613 | 51.8873 | nans      |
| 60e57a0a-8ee9-4052-9c60-dbed2c7551b6 | 7c456c3e-0223-4cb5-aaa4-35bc20a821e2 | GRIN                | protocol:test_r001 | 41.6847 | 52.2051 | nans      |
| 27be93e1-820c-4941-ac6f-d9740d54a7a4 | 7c456c3e-0223-4cb5-aaa4-35bc20a821e2 | GRIN                | protocol:test_r000 | 41.7338 | 52.3068 | nans      |
| 3ac8683d-e895-4d13-8b01-16224cb555e8 | 4cb1a566-1c75-44c4-924d-5ceac4707a55 | GRIN                | protocol:test_r004 | 30.3589 | 40.5481 | nans      |
| 37098bd5-75ca-4af2-87e2-111b3a728b97 | 4cb1a566-1c75-44c4-924d-5ceac4707a55 | GRIN                | protocol:test_r003 | 28.4874 | 40.4454 | nans      |
| fbebea00-bdd6-445b-af5f-172b08a9b6eb | 4cb1a566-1c75-44c4-924d-5ceac4707a55 | GRIN                | protocol:test_r002 | 25.0387 | 36.1207 | nans      |
| 152dce53-d6ef-417b-ada6-f40982620b08 | 4cb1a566-1c75-44c4-924d-5ceac4707a55 | GRIN                | protocol:test_r001 | 31.802  | 42.7189 | nans      |
| 3f748947-2ad4-47ff-8d63-d06109328d9b | 4cb1a566-1c75-44c4-924d-5ceac4707a55 | GRIN                | protocol:test_r000 | 28.2347 | 40.2456 | nans      |
| 29ed2f0e-2b38-4dc4-87f1-f6e1f7521026 | 27091999-4fcd-4fc7-b6bc-543280f9a5f7 | GRIN                | protocol:test_r004 | 24.0346 | 34.3745 | nans      |
| 1e363d2a-47a5-458a-b4b4-1cedae943416 | 27091999-4fcd-4fc7-b6bc-543280f9a5f7 | GRIN                | protocol:test_r003 | 24.4822 | 34.8668 | nans      |
| b2e27077-d950-4675-a94d-3cf37fa0bbc2 | 27091999-4fcd-4fc7-b6bc-543280f9a5f7 | GRIN                | protocol:test_r002 | 24.2913 | 34.5772 | nans      |
| e82d73eb-c23a-4bb3-aa23-d5f6aa5f96a2 | 27091999-4fcd-4fc7-b6bc-543280f9a5f7 | GRIN                | protocol:test_r001 | 24.6099 | 34.8696 | nans      |
| 554e930e-0615-4798-bfbb-46bf4463b619 | 27091999-4fcd-4fc7-b6bc-543280f9a5f7 | GRIN                | protocol:test_r000 | 24.2221 | 34.5097 | nans      |
| 37e6719d-6119-4fbe-83c1-09df9387fff0 | af8c5fd9-3c98-4d50-a1f4-a46487dbad3a | STGCN               | protocol:test_r004 | 11.8572 | 17.6067 | nans      |
| bfc7e5a0-5cf2-4ae8-9540-b0a0615640c3 | af8c5fd9-3c98-4d50-a1f4-a46487dbad3a | STGCN               | protocol:test_r003 | 12.4612 | 18.649  | nans      |
| 1dd0c808-a7c0-4ae8-b9ba-ea3ce8b62d9b | af8c5fd9-3c98-4d50-a1f4-a46487dbad3a | STGCN               | protocol:test_r002 | 12.9907 | 18.6401 | nans      |
| 303b7268-5977-46b2-836d-d115ac1514fb | af8c5fd9-3c98-4d50-a1f4-a46487dbad3a | STGCN               | protocol:test_r001 | 13.6016 | 19.8135 | nans      |
| b5658362-7499-44c7-9d38-34b3682e24cb | af8c5fd9-3c98-4d50-a1f4-a46487dbad3a | STGCN               | protocol:test_r000 | 13.3512 | 20.6461 | nans      |
| 8c9c1470-0ae3-4496-b396-d00a6ab27219 | 46c046fc-de27-4072-9b2f-0a5b564c3cbc | STGCN               | protocol:test_r004 | 11.8264 | 17.3197 | nans      |
| 99231b8b-fea6-4135-b6d1-87c46ee2fd4d | 46c046fc-de27-4072-9b2f-0a5b564c3cbc | STGCN               | protocol:test_r003 | 12.1156 | 18.1649 | nans      |
| 977f870b-58cc-4896-830e-3ffeb8968061 | 46c046fc-de27-4072-9b2f-0a5b564c3cbc | STGCN               | protocol:test_r002 | 12.7789 | 18.3311 | nans      |
| 102ef8ca-6d8d-4957-9b0c-97cb238b792d | 46c046fc-de27-4072-9b2f-0a5b564c3cbc | STGCN               | protocol:test_r001 | 12.8438 | 19.1031 | nans      |
| 5b9f54b4-95f2-464f-a377-8cbabb5e5e8c | 46c046fc-de27-4072-9b2f-0a5b564c3cbc | STGCN               | protocol:test_r000 | 14.1323 | 21.1955 | nans      |
| 0b18420d-9ea1-444a-9de5-78264b56ce46 | 0ea58da5-0939-4e1f-8997-fe8e6e69eb52 | STGCN               | protocol:test_r004 | 13.629  | 19.9318 | nans      |
| 49271b6c-28ef-42c4-b3fb-fb11c6423e90 | 0ea58da5-0939-4e1f-8997-fe8e6e69eb52 | STGCN               | protocol:test_r003 | 15.1348 | 21.3294 | nans      |
| affba2dd-715e-40bb-b7b5-425d1aba79aa | 0ea58da5-0939-4e1f-8997-fe8e6e69eb52 | STGCN               | protocol:test_r002 | 11.9665 | 17.7513 | nans      |
| c2e5940c-548a-49d0-a255-bafbabe71a2f | 0ea58da5-0939-4e1f-8997-fe8e6e69eb52 | STGCN               | protocol:test_r001 | 14.5215 | 21.2192 | nans      |
| 5840165e-0cd2-4dbd-9cd0-1ee83e56bcfa | 0ea58da5-0939-4e1f-8997-fe8e6e69eb52 | STGCN               | protocol:test_r000 | 15.897  | 22.7265 | nans      |
| 9e250e89-a510-400d-ad18-0ddc3e393258 | 2386b8dd-ea8a-4928-a14b-21fbdb19cafa | STGCN               | protocol:test_r004 | 20.0786 | 29.3702 | nans      |
| c459ffb5-3d6c-4189-8bb3-f16bc5c718c3 | 2386b8dd-ea8a-4928-a14b-21fbdb19cafa | STGCN               | protocol:test_r003 | 20.3647 | 29.6678 | nans      |
| 74774b57-e377-4d3b-8255-6828fb3278a3 | 2386b8dd-ea8a-4928-a14b-21fbdb19cafa | STGCN               | protocol:test_r002 | 19.6806 | 29.1801 | nans      |
| 6c00f15e-6354-493c-b261-ec3de016ef1d | 2386b8dd-ea8a-4928-a14b-21fbdb19cafa | STGCN               | protocol:test_r001 | 20.7297 | 30.0897 | nans      |
| 2900993c-e1b5-409a-8012-b985ab40d4c6 | 2386b8dd-ea8a-4928-a14b-21fbdb19cafa | STGCN               | protocol:test_r000 | 20.9449 | 30.3542 | nans      |
| 97a60139-cd9d-4553-96c4-3eb5b09a459f | 2076c8ce-29c6-48d8-8335-e20d5bccb10d | STGCN               | protocol:test_r004 | 19.6592 | 26.8151 | nans      |
| 692d7e64-92e0-4b00-9485-b7716bcf95e9 | 2076c8ce-29c6-48d8-8335-e20d5bccb10d | STGCN               | protocol:test_r003 | 15.1524 | 22.941  | nans      |
| 1475df27-b77c-4156-b740-3ee74c098756 | 2076c8ce-29c6-48d8-8335-e20d5bccb10d | STGCN               | protocol:test_r002 | 15.2467 | 22.6467 | nans      |
| dcf5ccb0-7e57-4dfb-b6f2-252818e2be61 | 2076c8ce-29c6-48d8-8335-e20d5bccb10d | STGCN               | protocol:test_r001 | 19.2086 | 26.8802 | nans      |
| 564a3744-7857-4d95-8220-7e6cce255e06 | 2076c8ce-29c6-48d8-8335-e20d5bccb10d | STGCN               | protocol:test_r000 | 15.3947 | 23.0648 | nans      |
| 7499a0e7-7e9c-4f9c-9b3a-9a549ec94432 | d8cfebef-6571-4c94-97c7-6cc8bdfea127 | STGCN               | protocol:test_r004 | 12.4621 | 18.4737 | nans      |
| e6be242e-b8b6-4cea-bb2e-4cfbeacb2421 | d8cfebef-6571-4c94-97c7-6cc8bdfea127 | STGCN               | protocol:test_r003 | 12.0642 | 18.2964 | nans      |
| 9ae59e26-3674-4f25-8849-d85be44778da | d8cfebef-6571-4c94-97c7-6cc8bdfea127 | STGCN               | protocol:test_r002 | 12.2106 | 17.9498 | nans      |
| 60b41d12-77bc-4821-8ccc-40ac4e23054b | d8cfebef-6571-4c94-97c7-6cc8bdfea127 | STGCN               | protocol:test_r001 | 13.3294 | 19.6416 | nans      |
| 82191fc2-2bb8-4108-9c40-5f3e4c671cb2 | d8cfebef-6571-4c94-97c7-6cc8bdfea127 | STGCN               | protocol:test_r000 | 12.0987 | 17.8673 | nans      |
| d035827a-09f4-4f96-9739-8a3e32b508ec | 25b4ba6e-749c-46d9-aa07-a0cb2902ac2f | DCRNN               | protocol:test_r004 | 28.0455 | 37.3554 | nans      |
| fc295e15-5392-4e40-b81b-93d8ea70193d | 25b4ba6e-749c-46d9-aa07-a0cb2902ac2f | DCRNN               | protocol:test_r003 | 28.2038 | 37.5505 | nans      |
| 1927643c-a47e-4788-8684-a4a19824899d | 25b4ba6e-749c-46d9-aa07-a0cb2902ac2f | DCRNN               | protocol:test_r002 | 29.4466 | 38.8909 | nans      |
| d84b3bf0-5740-4aa3-b43a-e5750dd1750d | 25b4ba6e-749c-46d9-aa07-a0cb2902ac2f | DCRNN               | protocol:test_r001 | 29.9108 | 39.4552 | nans      |
| 0780a08e-b536-4b59-b9b7-5285549218d0 | 25b4ba6e-749c-46d9-aa07-a0cb2902ac2f | DCRNN               | protocol:test_r000 | 28.9531 | 38.8555 | nans      |
| b970c103-bad6-4e56-b58e-6e1ea0510169 | baf96702-cc3f-48a9-9289-68ff1f14dfae | DCRNN               | protocol:test_r004 | 28.1653 | 37.4136 | nans      |
| 3d163a0b-4a67-4b2c-8bb1-46923a33c08c | baf96702-cc3f-48a9-9289-68ff1f14dfae | DCRNN               | protocol:test_r003 | 28.4342 | 37.7233 | nans      |
| 7195ce80-d33b-4562-8125-aad50f1056e4 | baf96702-cc3f-48a9-9289-68ff1f14dfae | DCRNN               | protocol:test_r002 | 29.6833 | 39.0084 | nans      |
| 6414c020-7163-4b8b-accd-134ffd0756ca | baf96702-cc3f-48a9-9289-68ff1f14dfae | DCRNN               | protocol:test_r001 | 30.3594 | 39.8032 | nans      |
| 725e376f-6768-4204-8267-e205146dd3f4 | baf96702-cc3f-48a9-9289-68ff1f14dfae | DCRNN               | protocol:test_r000 | 28.9386 | 38.8778 | nans      |
| 9cdc3b75-d21a-404f-944c-5dbc5c156348 | a9983fe4-9079-4939-9bfd-bfbb7ab9204f | DCRNN               | protocol:test_r004 | 30.4981 | 40.2342 | nans      |
| bc6c9ac2-9253-4337-a4d4-ce90527a07a4 | a9983fe4-9079-4939-9bfd-bfbb7ab9204f | DCRNN               | protocol:test_r003 | 30.5368 | 39.498  | nans      |
| 7d3e9d05-ab05-45e9-884e-46dab9a14db2 | a9983fe4-9079-4939-9bfd-bfbb7ab9204f | DCRNN               | protocol:test_r002 | 27.2152 | 36.0888 | nans      |
| 46cd1a1d-e935-483f-a708-0fd355ce43a6 | a9983fe4-9079-4939-9bfd-bfbb7ab9204f | DCRNN               | protocol:test_r001 | 30.6333 | 40.4641 | nans      |
| db1eec4d-0c39-4710-bd3d-4b06dcfcf64a | a9983fe4-9079-4939-9bfd-bfbb7ab9204f | DCRNN               | protocol:test_r000 | 32.6618 | 41.9195 | nans      |
| 6f06288b-05e8-4e93-9bce-03397455ec61 | b18396a5-e455-47fb-baa5-744d11244039 | DCRNN               | protocol:test_r004 | 47.6383 | 57.1906 | nans      |
| 2295f070-0679-42af-9019-6905f9f14385 | b18396a5-e455-47fb-baa5-744d11244039 | DCRNN               | protocol:test_r003 | 47.5497 | 57.1995 | nans      |
| 021091cb-7f10-4855-ade6-c89c8560e850 | b18396a5-e455-47fb-baa5-744d11244039 | DCRNN               | protocol:test_r002 | 48.1046 | 57.7549 | nans      |
| 5c5ac881-4b7a-4083-997e-20e1744151b7 | b18396a5-e455-47fb-baa5-744d11244039 | DCRNN               | protocol:test_r001 | 47.279  | 56.9113 | nans      |
| b828e19c-6704-43fc-8906-9c7889554adb | b18396a5-e455-47fb-baa5-744d11244039 | DCRNN               | protocol:test_r000 | 47.6361 | 57.1603 | nans      |
| e399cb81-dfc8-43af-9c75-6b43f79c3560 | ed76e506-2dce-424a-bb26-699980f8d0af | DCRNN               | protocol:test_r004 | 35.149  | 44.7272 | nans      |
| 1780afda-54cb-46ee-840c-5838f0715567 | ed76e506-2dce-424a-bb26-699980f8d0af | DCRNN               | protocol:test_r003 | 33.2363 | 44.4018 | nans      |
| b9ba422c-16b3-4563-b64a-5ce4e520d02b | ed76e506-2dce-424a-bb26-699980f8d0af | DCRNN               | protocol:test_r002 | 29.8649 | 40.1258 | nans      |
| 6053c208-678b-49a8-9cc2-1f3788737e59 | ed76e506-2dce-424a-bb26-699980f8d0af | DCRNN               | protocol:test_r001 | 36.4165 | 46.7355 | nans      |
| 09e82789-a59a-48f4-b804-466a26b6f734 | ed76e506-2dce-424a-bb26-699980f8d0af | DCRNN               | protocol:test_r000 | 33.6187 | 44.9282 | nans      |
| 4fe8dc6f-e7ad-496d-94b9-27793755aa6f | a5cf438f-b5c7-4da1-9646-94d34f506135 | DCRNN               | protocol:test_r004 | 29.353  | 39.0092 | nans      |
| ab4b5856-b62b-45ae-8dc9-048415371602 | a5cf438f-b5c7-4da1-9646-94d34f506135 | DCRNN               | protocol:test_r003 | 29.6745 | 39.3199 | nans      |
| a2b1ddb2-abad-4e87-9d63-7f1fb8c7fa71 | a5cf438f-b5c7-4da1-9646-94d34f506135 | DCRNN               | protocol:test_r002 | 29.5334 | 39.0613 | nans      |
| dd89c75b-3e09-40ac-8529-7616cf34fbaa | a5cf438f-b5c7-4da1-9646-94d34f506135 | DCRNN               | protocol:test_r001 | 29.5195 | 39.1483 | nans      |
| e9d01837-41a6-4155-8b09-76211842dcca | a5cf438f-b5c7-4da1-9646-94d34f506135 | DCRNN               | protocol:test_r000 | 30.0206 | 39.4937 | nans      |
| d0304cc5-3e7e-4232-9576-8d150aaaa21a | 7b896e1d-db47-4582-af66-3c44dfd43e21 | IGNNK               | protocol:test_r004 | 23.8904 | 31.9339 | nans      |
| 781bf6d8-578d-4d16-bdbb-8f54318fc471 | 7b896e1d-db47-4582-af66-3c44dfd43e21 | IGNNK               | protocol:test_r003 | 26.8936 | 34.2212 | nans      |
| 4b9915b7-c655-48e2-b1a6-1bd6c02ace13 | 7b896e1d-db47-4582-af66-3c44dfd43e21 | IGNNK               | protocol:test_r002 | 29.9294 | 37.214  | nans      |
| b1c6b182-a444-4193-9fa1-66457befc2c9 | 7b896e1d-db47-4582-af66-3c44dfd43e21 | IGNNK               | protocol:test_r001 | 29.0763 | 37.473  | nans      |
| 5ca68912-8007-492a-a202-97d67246b23b | 7b896e1d-db47-4582-af66-3c44dfd43e21 | IGNNK               | protocol:test_r000 | 26.3735 | 34.6744 | nans      |
| 43f84683-218a-47d3-9262-1f408d3f021b | a8804ecd-b512-4b47-90cc-eaa04f2a774c | IGNNK               | protocol:test_r004 | 28.5803 | 36.0332 | nans      |
| 199da137-a231-40d2-af46-bbedd49160c9 | a8804ecd-b512-4b47-90cc-eaa04f2a774c | IGNNK               | protocol:test_r003 | 25.4079 | 33.5601 | nans      |
| b4e22ad4-3c75-4ec2-8ec7-1ddb23abc939 | a8804ecd-b512-4b47-90cc-eaa04f2a774c | IGNNK               | protocol:test_r002 | 29.1213 | 36.9229 | nans      |
| 1417dc7f-450a-49b3-b2b7-0f479829a11c | a8804ecd-b512-4b47-90cc-eaa04f2a774c | IGNNK               | protocol:test_r001 | 25.6472 | 34.2173 | nans      |
| 3eeb1b9c-3ce5-48a9-ae23-233c5840fd45 | a8804ecd-b512-4b47-90cc-eaa04f2a774c | IGNNK               | protocol:test_r000 | 30.4612 | 39.5226 | nans      |
| 9dc30b07-496a-4eab-90e5-39dc3ec54bd7 | 4e2cdf00-4bc2-4d8d-a42a-bf615bf8dcf8 | IGNNK               | protocol:test_r004 | 30.0344 | 38.1919 | nans      |
| 4df0575b-89bf-44ca-bed1-821a629b966a | 4e2cdf00-4bc2-4d8d-a42a-bf615bf8dcf8 | IGNNK               | protocol:test_r003 | 24.8136 | 32.0827 | nans      |
| d4b90187-0fdd-4bb5-afe2-8c57cad63ba3 | 4e2cdf00-4bc2-4d8d-a42a-bf615bf8dcf8 | IGNNK               | protocol:test_r002 | 28.0205 | 36.2962 | nans      |
| 1a19047e-1025-49d4-acc9-efa1ad15bab0 | 4e2cdf00-4bc2-4d8d-a42a-bf615bf8dcf8 | IGNNK               | protocol:test_r001 | 23.5478 | 32.2919 | nans      |
| 88fe9235-401f-477a-b3fd-38130d1302d4 | 4e2cdf00-4bc2-4d8d-a42a-bf615bf8dcf8 | IGNNK               | protocol:test_r000 | 30.3018 | 37.9844 | nans      |
| a42a6d43-a722-4725-810a-5c3ad42637df | d460f33c-6b10-46f5-b599-dfd2b879d892 | IGNNK               | protocol:test_r004 | 32.7435 | 42.3095 | nans      |
| d89ec4bc-4b51-4d45-b20a-4e5a130e9613 | d460f33c-6b10-46f5-b599-dfd2b879d892 | IGNNK               | protocol:test_r003 | 30.7863 | 40.1098 | nans      |
| b210387b-a2cd-4845-82ed-9affe18f8493 | d460f33c-6b10-46f5-b599-dfd2b879d892 | IGNNK               | protocol:test_r002 | 31.0808 | 40.7841 | nans      |
| c63f7d36-cf6a-446b-88f7-e8ecb2055b0b | d460f33c-6b10-46f5-b599-dfd2b879d892 | IGNNK               | protocol:test_r001 | 32.3342 | 41.8225 | nans      |
| 268a55d9-2cb7-4555-aac7-0a6c2a906d81 | d460f33c-6b10-46f5-b599-dfd2b879d892 | IGNNK               | protocol:test_r000 | 31.3765 | 41.3555 | nans      |
| 77e477c0-ce0d-4f69-a952-13d5f2a7a091 | 123a3681-7ec2-4d61-b4d3-061615c6d02f | IGNNK               | protocol:test_r004 | 33.487  | 42.0704 | nans      |
| 738f59b1-23fe-4dfe-bc91-f85eff3b6a99 | 123a3681-7ec2-4d61-b4d3-061615c6d02f | IGNNK               | protocol:test_r003 | 32.9494 | 42.6905 | nans      |
| f73c26cf-1394-40ea-a6d6-50ae8b09bf43 | 123a3681-7ec2-4d61-b4d3-061615c6d02f | IGNNK               | protocol:test_r002 | 30.6243 | 39.2682 | nans      |
| c2a660a5-196b-4f78-bc80-e36384541a4a | 123a3681-7ec2-4d61-b4d3-061615c6d02f | IGNNK               | protocol:test_r001 | 33.4917 | 42.6908 | nans      |
| 2b0834d5-c4c3-460f-9e35-300e76a75691 | 123a3681-7ec2-4d61-b4d3-061615c6d02f | IGNNK               | protocol:test_r000 | 25.9419 | 36.0552 | nans      |
| 27f65b63-136c-4c2e-b0a8-8c1cb45a516b | c932b6bc-7bf4-45ae-8760-3e132e99b544 | IGNNK               | protocol:test_r004 | 20.9063 | 29.5299 | nans      |
| 06374b76-6783-4798-aa02-115267e2cf70 | c932b6bc-7bf4-45ae-8760-3e132e99b544 | IGNNK               | protocol:test_r003 | 21.2456 | 29.6466 | nans      |
